Status Code,URL,Backlink,Anchor,Rel,Exists
200,https://moz.com/blog/using-social-media-to-get-ahead-of-search-demand,http://www.johnmurch.com/,John Murch,,true
200,https://www.google.com,,,,false
200,https://tim.blog/2009/01/27/office-chair-aeron-vs-mirra-vs-liberty/comment-page-2/,http://www.johnmurch.com/,John Murch,external nofollow ugc,true
200,http://akamatsu.org/aka/2007/page/13/,http://www.johnmurch.com/2007/07/01/iphone-javascript-and-spec-benchmark/,JavaScriptベンチマーク,,true
200,https://scrollinondubs.com/2008/05/02/markamp-phoenix/,http://www.johnmurch.com/,John Murch,external nofollow ugc,true
200,https://www.johnfdoherty.com/quit-blogging/,http://www.johnmurch.com/,John,external nofollow,true
200,http://barcamp.org/w/page/403350/iPhoneDevCampAttendees,http://www.johnmurch.com/,John Murch ,,true
200,https://github.com/johnmurch,http://www.johnmurch.com/,http://www.johnmurch.com,nofollow me,true
200,https://www.producthunt.com/@johnmurch,http://www.johnmurch.com/,johnmurch.com,noopener,true
